MUID,PlyUID,Experimental_Date_record,Experimental_Date_file,time ended file,time started record,run_duration,Misc. Variable 1 Value,Capoxen,Timepoint,Group,Sex,Bigroup,Weight,Researcher,Experimental_Date,time started,Rig,Start_body_temperature,Mid_body_temperature,End_body_temperature,post30_body_temperature,Room_Temp,Bar_Pres,Rotometer_Flowrate,Pump Flowrate,Calibration_Volume,Notes,Genotype,Date of Birth,Tag Number
M17885,Ply1307,12/16/2016,12/16/2016,9:17:02,7:34:00,1:43:02,PM101_DR_AD_3-9months_OutOfDox_Hypercap,Cap,3,Exp,Male,Exp,42.02,,12/16/2016,7:34:00,3,36.9,,38.6,38.1,71,29.64,95,,20,"Thereâ€™s a bit of a shitshow that happened when documenting PM3cap. The problem children are: M17861, M17864, M17870, M17883, and M17885. The latter two are simplest.

We two PM3cap runs attributed to M17885. This pleth (Ply1307) run was recorded incorrectly on the datasheet as M17885_Ply1309 is the actual pleth run done on M17885. Someone wrote M17885 when they most likely meant M17883. Ply1307 occurred at the same time and day as M17882 and M17884 - two mice that M17883 is habitually measured with throughout the time points of the this experiment. M17885, in contrast, is usually run alongside M17885 and M17886 - Ply1309 was run at the same time and day as the latter twoâ€™s runs. The waveform labeled â€œnoneâ€ is Ply1309. The waveform labeled â€œ103â€ is M17883. There were no waveforms labeled by MUID for either M17885 nor M17883.",Tg 102 tetO-APPswe/ind/Hemizygous; Tg CaMKIIÎ±-TTA Line B/Hemizygous; ,2/9/2016,103
M17885,Ply1355,12/20/2016,12/22/2016,8:45:04,16:53:00,###############################################################################################################################################################################################################################################################,PM101_DR_AD_3-9months_OutOfDox_Hypox,Ox,3,Exp,Male,Exp,42.85,Vena,12/20/2016,4:53:00,1,37.2,,37.6,38.1,71.5,29.93,95,,20,,Tg 102 tetO-APPswe/ind/Hemizygous; Tg CaMKIIÎ±-TTA Line B/Hemizygous; ,2/9/2016,103
M17885,Ply1251,2/22/2017,2/22/2017,12:49:24,8:30:00,4:19:24,PM101_DR_AD_4_Feb_2017_Hypercap,Cap,4,Exp,Male,Exp,43.01,Ronda,2/22/2017,8:30:00,1,34.9,,37.5,36.7,72,29.43,95,,20,,Tg 102 tetO-APPswe/ind/Hemizygous; Tg CaMKIIÎ±-TTA Line B/Hemizygous; ,2/9/2016,103
M17885,Ply1194,2/28/2017,2/28/2017,14:47:10,13:15:00,1:32:10,PM101_DR_AD_4_Feb_2017_Hypox,Ox,4,Exp,Male,Exp,41.3,Ronda,2/28/2017,1:15:00,2,37.8,,37.6,36.8,72,29.52,95,,20,,Tg 102 tetO-APPswe/ind/Hemizygous; Tg CaMKIIÎ±-TTA Line B/Hemizygous; ,2/9/2016,103
M17885,Ply1184,4/25/2017,4/25/2017,9:38:18,8:10:00,1:28:18,PM101_DR_AD_5_Apr_2017_Hypercap,Cap,5,Exp,Male,Exp,41.76,Ronda,4/25/2017,8:10:00,1,36.3,,38.2,36.9,70.5,29.17,95,,20,,Tg 102 tetO-APPswe/ind/Hemizygous; Tg CaMKIIÎ±-TTA Line B/Hemizygous; ,2/9/2016,103
M17885,Ply1126,5/2/2017,5/2/2017,13:19:51,10:30:00,2:49:51,PM101_DR_AD_5_Apr_2017_Hypox,Ox,5,Exp,Male,Exp,43.05,Ronda,5/2/2017,10:30:00,3,35.8,,36.9,37.2,70.5,29.43,95,,20,,Tg 102 tetO-APPswe/ind/Hemizygous; Tg CaMKIIÎ±-TTA Line B/Hemizygous; ,2/9/2016,103
M17885,Ply1053,6/28/2017,6/28/2017,9:10:38,7:25:00,1:45:38,PM101_DR_AD_6_JunJul_2017_Hypercap,Cap,6,Exp,Male,Exp,52.8,fred,6/28/2017,7:25:00,2,37.1,,38.5,37.4,67,29.55,95,,20,,Tg 102 tetO-APPswe/ind/Hemizygous; Tg CaMKIIÎ±-TTA Line B/Hemizygous; ,2/9/2016,103
M17885,Ply1091,6/30/2017,6/30/2017,12:18:18,10:15:00,2:03:18,PM101_DR_AD_6_JunJul_2017_Hypox,Ox,6,Exp,Male,Exp,50.01,Fred,6/30/2017,10:15:00,2,36.3,,38.5,37.1,68,29.61,95,4.4,20,,Tg 102 tetO-APPswe/ind/Hemizygous; Tg CaMKIIÎ±-TTA Line B/Hemizygous; ,2/9/2016,103
M17885,Ply1006,9/27/2017,9/27/2017,15:52:49,14:10:00,1:42:49,PM101_DR_AD_7_Sep_2017_Hypercap,Cap,7,Exp,Male,Exp,61.25,Fred,9/27/2017,14:10:00,2,37.6,,38.2,36.4,69,29.55,95,4.5,20,,Tg 102 tetO-APPswe/ind/Hemizygous; Tg CaMKIIÎ±-TTA Line B/Hemizygous; ,2/9/2016,103
M17885,Ply944,10/1/2017,10/1/2017,19:07:02,17:00:00,2:07:02,PM101_DR_AD_7_Sep_2017_Hypox,Ox,7,Exp,Male,Exp,60.45,Fred,10/1/2017,5:00:00,2,37.3,,36.4,,71,29.55,95,4.5,20,dead,Tg 102 tetO-APPswe/ind/Hemizygous; Tg CaMKIIÎ±-TTA Line B/Hemizygous; ,2/9/2016,103
M17886,Ply1598,7/25/2016,7/25/2016,18:04:05,16:04:00,2:00:05,PM101_DR_AD_4months_OutOfDox_Hypercap,Cap,1,Wt,Male,Con,60.52,,7/25/2016,4:04:00,,36.9,,38.1,37.6,71,29.49,95,,20,,Tg 102 tetO-APPswe/ind_NEG/Tg 102 tetO-APPswe/ind_NEG; Tg CaMKIIÎ±-TTA Line B_NEG/Tg CaMKIIÎ±-TTA Line B_NEG; ,2/9/2016,104
M17886,Ply1512,7/29/2016,7/29/2016,13:53:06,11:37:00,2:16:06,PM101_DR_AD_4months_OutOfDox_Hypox,Ox,1,Wt,Male,Con,60.48,,7/29/2016,11:37:00,2,37,,35.9,38.2,70,29.61,95,,20,,Tg 102 tetO-APPswe/ind_NEG/Tg 102 tetO-APPswe/ind_NEG; Tg CaMKIIÎ±-TTA Line B_NEG/Tg CaMKIIÎ±-TTA Line B_NEG; ,2/9/2016,104
M17886,Ply1439,9/27/2016,9/27/2016,13:28:45,11:35:00,1:53:45,PM101_DR_AD_6months_OutOfDox_Hypercap,Cap,2,Wt,Male,Con,70.99,,9/27/2016,11:35:00,,36.7,,37.8,38.2,71,29.61,95,,20,,Tg 102 tetO-APPswe/ind_NEG/Tg 102 tetO-APPswe/ind_NEG; Tg CaMKIIÎ±-TTA Line B_NEG/Tg CaMKIIÎ±-TTA Line B_NEG; ,2/9/2016,104
M17886,Ply1411,9/26/2016,9/29/2016,16:59:11,14:58:00,2:01:11,PM101_DR_AD_6months_OutOfDox_Hypox,Ox,2,Wt,Male,Con,68.65,,9/26/2016,2:58:00,,38.2,,37.5,38.3,72,29.67,95,,20,,Tg 102 tetO-APPswe/ind_NEG/Tg 102 tetO-APPswe/ind_NEG; Tg CaMKIIÎ±-TTA Line B_NEG/Tg CaMKIIÎ±-TTA Line B_NEG; ,2/9/2016,104
M17887,Ply1594,7/26/2016,7/26/2016,10:54:20,8:21:00,2:33:20,PM101_DR_AD_4months_OutOfDox_Hypercap,Cap,1,CaM,Female,Con,31.21,,7/26/2016,8:21:00,,37,,37.8,38.2,69.5,29.49,95,,20,,Tg 102 tetO-APPswe/ind/Hemizygous; Tg CaMKIIÎ±-TTA Line B_NEG/Tg CaMKIIÎ±-TTA Line B_NEG; ,2/10/2016,197
M17887,Ply1509,7/29/2016,7/29/2016,15:29:53,13:51:00,1:38:53,PM101_DR_AD_4months_OutOfDox_Hypox,Ox,1,CaM,Female,Con,30.34,,7/29/2016,1:51:00,2,37.4,,37.9,37.9,70.5,29.55,95,,20,,Tg 102 tetO-APPswe/ind/Hemizygous; Tg CaMKIIÎ±-TTA Line B_NEG/Tg CaMKIIÎ±-TTA Line B_NEG; ,2/10/2016,197
M17887,Ply1440,9/27/2016,9/27/2016,16:03:34,13:54:00,2:09:34,PM101_DR_AD_6months_OutOfDox_Hypercap,Cap,2,CaM,Female,Con,34.04,,9/27/2016,1:54:00,,37.09,,37.9,38.5,71,29.55,95,,20,,Tg 102 tetO-APPswe/ind/Hemizygous; Tg CaMKIIÎ±-TTA Line B_NEG/Tg CaMKIIÎ±-TTA Line B_NEG; ,2/10/2016,197
M17887,Ply1400,9/30/2016,9/30/2016,10:42:37,9:16:00,1:26:37,PM101_DR_AD_6months_OutOfDox_Hypox,Ox,2,CaM,Female,Con,32.26,,9/30/2016,9:16:00,,38.3,,38.4,38.3,71,29.73,95,,20,,Tg 102 tetO-APPswe/ind/Hemizygous; Tg CaMKIIÎ±-TTA Line B_NEG/Tg CaMKIIÎ±-TTA Line B_NEG; ,2/10/2016,197
M17887,Ply1310,12/19/2016,12/19/2016,14:47:30,10:03:00,4:44:30,PM101_DR_AD_3-9months_OutOfDox_Hypercap,Cap,3,CaM,Female,Con,35.33,,12/19/2016,10:03:00,2,37.7,,38,38.3,70.5,30.2,95,,20,,Tg 102 tetO-APPswe/ind/Hemizygous; Tg CaMKIIÎ±-TTA Line B_NEG/Tg CaMKIIÎ±-TTA Line B_NEG; ,2/10/2016,197
M17887,Ply1356,12/22/2016,12/22/2016,8:45:42,7:23:00,1:22:42,PM101_DR_AD_3-9months_OutOfDox_Hypox,Ox,3,CaM,Female,Con,36.88,Vena,12/22/2016,7:23:00,3,37.9,,38.3,38.7,70.5,29.82,95,,20,,Tg 102 tetO-APPswe/ind/Hemizygous; Tg CaMKIIÎ±-TTA Line B_NEG/Tg CaMKIIÎ±-TTA Line B_NEG; ,2/10/2016,197
M17887,Ply1271,3/10/2017,3/10/2017,14:46:25,13:15:00,1:31:25,PM101_DR_AD_4_Feb_2017_Hypercap,Cap,4,CaM,Female,Con,41.86,Ronda,3/10/2017,1:15:00,3,36.8,,37.5,37.1,72,29.67,95,,20,,Tg 102 tetO-APPswe/ind/Hemizygous; Tg CaMKIIÎ±-TTA Line B_NEG/Tg CaMKIIÎ±-TTA Line B_NEG; ,2/10/2016,197
M17887,Ply1219,3/22/2017,3/22/2017,15:32:48,14:00:00,1:32:48,PM101_DR_AD_4_Feb_2017_Hypox,Ox,4,CaM,Female,Con,42.82,Ronda,3/22/2017,2:00:00,2,37.2,,37.6,37.4,69,29.67,95,,20,tag number doesnt match paperwork (200),Tg 102 tetO-APPswe/ind/Hemizygous; Tg CaMKIIÎ±-TTA Line B_NEG/Tg CaMKIIÎ±-TTA Line B_NEG; ,2/10/2016,197
M17887,Ply1169,5/8/2017,5/8/2017,15:09:33,13:30:00,1:39:33,PM101_DR_AD_5_Apr_2017_Hypercap,Cap,5,CaM,Female,Con,39.32,Ronda,5/8/2017,1:30:00,1,37.5,,37.7,37.3,71,29.46,95,,20,,Tg 102 tetO-APPswe/ind/Hemizygous; Tg CaMKIIÎ±-TTA Line B_NEG/Tg CaMKIIÎ±-TTA Line B_NEG; ,2/10/2016,197
M17887,Ply1125,5/11/2017,5/11/2017,13:05:28,11:25:00,1:40:28,PM101_DR_AD_5_Apr_2017_Hypox,Ox,5,CaM,Female,Con,40.8,Ronda,5/11/2017,11:25:00,2,36.8,,37.7,37.9,69,29.37,95,,20,,Tg 102 tetO-APPswe/ind/Hemizygous; Tg CaMKIIÎ±-TTA Line B_NEG/Tg CaMKIIÎ±-TTA Line B_NEG; ,2/10/2016,197
M17887,Ply1038,7/5/2017,7/5/2017,12:47:10,11:00:00,1:47:10,PM101_DR_AD_6_JunJul_2017_Hypercap,Cap,6,CaM,Female,Con,44.53,fred,7/5/2017,1:00:00,2,37.3,,37.9,37.9,68,29.7,95,4.4,20,,Tg 102 tetO-APPswe/ind/Hemizygous; Tg CaMKIIÎ±-TTA Line B_NEG/Tg CaMKIIÎ±-TTA Line B_NEG; ,2/10/2016,197
M17887,Ply1080,7/10/2017,7/10/2017,11:52:09,9:50:00,2:02:09,PM101_DR_AD_6_JunJul_2017_Hypox,Ox,6,CaM,Female,Con,46.12,Fred,7/10/2017,9:50:00,2,37.9,,38.1,37.9,65,29.7,95,4.4,20,,Tg 102 tetO-APPswe/ind/Hemizygous; Tg CaMKIIÎ±-TTA Line B_NEG/Tg CaMKIIÎ±-TTA Line B_NEG; ,2/10/2016,197
M17887,Ply998,9/26/2017,9/26/2017,16:17:04,14:15:00,2:02:04,PM101_DR_AD_7_Sep_2017_Hypercap,Cap,7,CaM,Female,Con,47.5,Fred,9/26/2017,14:15:00,1,36.4,,38.3,38.1,69.5,29.52,95,5,20,,Tg 102 tetO-APPswe/ind/Hemizygous; Tg CaMKIIÎ±-TTA Line B_NEG/Tg CaMKIIÎ±-TTA Line B_NEG; ,2/10/2016,197
M17887,Ply954,9/29/2017,9/29/2017,12:17:31,9:40:00,2:37:31,PM101_DR_AD_7_Sep_2017_Hypox,Ox,7,CaM,Female,Con,42.41,Fred,9/29/2017,9:40:00,2,37.4,,37.6,39.2,67,29.07,95,4.5,20,,Tg 102 tetO-APPswe/ind/Hemizygous; Tg CaMKIIÎ±-TTA Line B_NEG/Tg CaMKIIÎ±-TTA Line B_NEG; ,2/10/2016,197
M17887,Ply100,12/14/2017,12/14/2017,17:49:01,4:10:00,13:39:01,PM101_DR_AD_8_Dec_2017_Hypercap,Cap,8,CaM,Female,Con,43.01,Fred,12/14/2017,4:10:00,2,37.4,,38.3,38.2,73.5,29.64,95,4.5,20,,Tg 102 tetO-APPswe/ind/Hemizygous; Tg CaMKIIÎ±-TTA Line B_NEG/Tg CaMKIIÎ±-TTA Line B_NEG; ,2/10/2016,197
M17887,Ply174,12/12/2017,12/12/2017,15:09:04,12:38:00,2:31:04,PM101_DR_AD_8_Dec_2017_Hypox,Ox,8,CaM,Female,Con,43.8,Fred,12/12/2017,12:38:00,3,37.2,,36.9,37.9,72,29.99,95,5,20,,Tg 102 tetO-APPswe/ind/Hemizygous; Tg CaMKIIÎ±-TTA Line B_NEG/Tg CaMKIIÎ±-TTA Line B_NEG; ,2/10/2016,197
M17888,Ply1599,7/26/2016,7/26/2016,10:55:57,8:23:00,2:32:57,PM101_DR_AD_4months_OutOfDox_Hypercap,Cap,1,Wt,Female,Con,34.5,,7/26/2016,8:23:00,,37.9,,37.7,38.3,69.5,29.49,95,,20,,Tg 102 tetO-APPswe/ind_NEG/Tg 102 tetO-APPswe/ind_NEG; Tg CaMKIIÎ±-TTA Line B_NEG/Tg CaMKIIÎ±-TTA Line B_NEG; ,2/10/2016,106
M17888,Ply1513,7/29/2016,7/29/2016,15:54:05,14:16:00,1:38:05,PM101_DR_AD_4months_OutOfDox_Hypox,Ox,1,Wt,Female,Con,35.06,,7/29/2016,2:16:00,2,37.9,,37.8,37.6,71,29.55,95,,20,,Tg 102 tetO-APPswe/ind_NEG/Tg 102 tetO-APPswe/ind_NEG; Tg CaMKIIÎ±-TTA Line B_NEG/Tg CaMKIIÎ±-TTA Line B_NEG; ,2/10/2016,106
M17888,Ply1441,9/27/2016,9/27/2016,16:03:18,13:52:00,2:11:18,PM101_DR_AD_6months_OutOfDox_Hypercap,Cap,2,Wt,Female,Con,37.21,,9/27/2016,1:52:00,,37.4,,37.8,37.8,71,29.55,95,,20,,Tg 102 tetO-APPswe/ind_NEG/Tg 102 tetO-APPswe/ind_NEG; Tg CaMKIIÎ±-TTA Line B_NEG/Tg CaMKIIÎ±-TTA Line B_NEG; ,2/10/2016,106
M17888,Ply1412,9/30/2016,9/30/2016,10:42:53,8:51:00,1:51:53,PM101_DR_AD_6months_OutOfDox_Hypox,Ox,2,Wt,Female,Con,37.54,,9/30/2016,8:52:00,,37.9,,37.5,38.4,70.5,29.73,95,,20,,Tg 102 tetO-APPswe/ind_NEG/Tg 102 tetO-APPswe/ind_NEG; Tg CaMKIIÎ±-TTA Line B_NEG/Tg CaMKIIÎ±-TTA Line B_NEG; ,2/10/2016,106
M17888,Ply1311,12/19/2016,12/19/2016,14:44:32,10:04:00,4:40:32,PM101_DR_AD_3-9months_OutOfDox_Hypercap,Cap,3,Wt,Female,Con,40.1,,12/19/2016,10:04:00,1,37.6,,36.9,38.4,70.5,30.2,95,,20,,Tg 102 tetO-APPswe/ind_NEG/Tg 102 tetO-APPswe/ind_NEG; Tg CaMKIIÎ±-TTA Line B_NEG/Tg CaMKIIÎ±-TTA Line B_NEG; ,2/10/2016,106
M17888,Ply1357,12/22/2016,12/22/2016,8:45:24,7:21:00,1:24:24,PM101_DR_AD_3-9months_OutOfDox_Hypox,Ox,3,Wt,Female,Con,40.63,Vena,12/22/2016,7:21:00,1,37.6,,37.8,37.9,70.5,29.82,95,,20,,Tg 102 tetO-APPswe/ind_NEG/Tg 102 tetO-APPswe/ind_NEG; Tg CaMKIIÎ±-TTA Line B_NEG/Tg CaMKIIÎ±-TTA Line B_NEG; ,2/10/2016,106
M17888,Ply1272,3/10/2017,3/10/2017,14:45:05,13:15:00,1:30:05,PM101_DR_AD_4_Feb_2017_Hypercap,Cap,4,Wt,Female,Con,38.83,Ronda,3/10/2017,1:15:00,2,35.9,,37.5,37,72,29.7,95,,20,cal 20 room air many times because of fluctuating noise on rig,Tg 102 tetO-APPswe/ind_NEG/Tg 102 tetO-APPswe/ind_NEG; Tg CaMKIIÎ±-TTA Line B_NEG/Tg CaMKIIÎ±-TTA Line B_NEG; ,2/10/2016,106
M17888,Ply1220,3/22/2017,3/22/2017,13:12:31,11:30:00,1:42:31,PM101_DR_AD_4_Feb_2017_Hypox,Ox,4,Wt,Female,Con,39.7,Ronda,3/22/2017,11:30:00,2,36.2,,37.8,36.7,68,29.67,95,,20,,Tg 102 tetO-APPswe/ind_NEG/Tg 102 tetO-APPswe/ind_NEG; Tg CaMKIIÎ±-TTA Line B_NEG/Tg CaMKIIÎ±-TTA Line B_NEG; ,2/10/2016,106
M17888,Ply1158,5/8/2017,5/8/2017,15:00:52,13:30:00,1:30:52,PM101_DR_AD_5_Apr_2017_Hypercap,Cap,5,Wt,Female,Con,40,Ronda,5/8/2017,1:30:00,2,37.4,,37.5,37.7,71,29.46,95,,20,,Tg 102 tetO-APPswe/ind_NEG/Tg 102 tetO-APPswe/ind_NEG; Tg CaMKIIÎ±-TTA Line B_NEG/Tg CaMKIIÎ±-TTA Line B_NEG; ,2/10/2016,106
M17888,Ply1124,5/10/2017,5/11/2017,13:06:57,11:20:00,1:46:57,PM101_DR_AD_5_Apr_2017_Hypox,Ox,5,Wt,Female,Con,39.55,Ronda,5/10/2017,11:20:00,3,36.8,,37.1,37.4,69,29.37,95,,20,,Tg 102 tetO-APPswe/ind_NEG/Tg 102 tetO-APPswe/ind_NEG; Tg CaMKIIÎ±-TTA Line B_NEG/Tg CaMKIIÎ±-TTA Line B_NEG; ,2/10/2016,106
M17888,Ply1039,7/5/2017,7/5/2017,12:47:29,11:00:00,1:47:29,PM101_DR_AD_6_JunJul_2017_Hypercap,Cap,6,Wt,Female,Con,42.2,fred,7/5/2017,11:00:00,3,37.7,,37.8,37.7,68,29.7,95,4.7,20,,Tg 102 tetO-APPswe/ind_NEG/Tg 102 tetO-APPswe/ind_NEG; Tg CaMKIIÎ±-TTA Line B_NEG/Tg CaMKIIÎ±-TTA Line B_NEG; ,2/10/2016,106
M17888,Ply1079,7/10/2017,7/10/2017,11:51:51,9:50:00,2:01:51,PM101_DR_AD_6_JunJul_2017_Hypox,Ox,6,Wt,Female,Con,43.99,Fred,7/10/2017,9:50:00,1,37.9,,37.7,36.9,66.5,29.7,95,5,20,,Tg 102 tetO-APPswe/ind_NEG/Tg 102 tetO-APPswe/ind_NEG; Tg CaMKIIÎ±-TTA Line B_NEG/Tg CaMKIIÎ±-TTA Line B_NEG; ,2/10/2016,106
M17888,Ply999,9/26/2017,9/26/2017,16:17:17,14:20:00,1:57:17,PM101_DR_AD_7_Sep_2017_Hypercap,Cap,7,Wt,Female,Con,43.38,Fred,9/26/2017,14:20:00,2,36.9,,37.7,37.3,69.5,29.52,95,4.5,20,,Tg 102 tetO-APPswe/ind_NEG/Tg 102 tetO-APPswe/ind_NEG; Tg CaMKIIÎ±-TTA Line B_NEG/Tg CaMKIIÎ±-TTA Line B_NEG; ,2/10/2016,106
M17888,Ply955,9/29/2017,9/29/2017,12:11:33,9:40:00,2:31:33,PM101_DR_AD_7_Sep_2017_Hypox,Ox,7,Wt,Female,Con,43.76,Fred,9/29/2017,9:40:00,3,37.6,,37.9,38.6,67,29.07,95,4.7,20,,Tg 102 tetO-APPswe/ind_NEG/Tg 102 tetO-APPswe/ind_NEG; Tg CaMKIIÎ±-TTA Line B_NEG/Tg CaMKIIÎ±-TTA Line B_NEG; ,2/10/2016,106
M17888,Ply117,12/14/2017,12/14/2017,17:48:35,4:05:00,13:43:35,PM101_DR_AD_8_Dec_2017_Hypercap,Cap,8,Wt,Female,Con,44.8,Fred,12/14/2017,4:05:00,1,37.2,,37.8,37.8,73.5,29.64,95,4.9,20,,Tg 102 tetO-APPswe/ind_NEG/Tg 102 tetO-APPswe/ind_NEG; Tg CaMKIIÎ±-TTA Line B_NEG/Tg CaMKIIÎ±-TTA Line B_NEG; ,2/10/2016,106
M17888,Ply160,12/12/2017,12/12/2017,15:01:39,12:35:00,2:26:39,PM101_DR_AD_8_Dec_2017_Hypox,Ox,8,Wt,Female,Con,46.4,Fred,12/12/2017,12:35:00,2,37.5,,37.5,37.8,72,29.99,95,4.5,20,,Tg 102 tetO-APPswe/ind_NEG/Tg 102 tetO-APPswe/ind_NEG; Tg CaMKIIÎ±-TTA Line B_NEG/Tg CaMKIIÎ±-TTA Line B_NEG; ,2/10/2016,106
M17889,Ply1600,7/25/2016,7/25/2016,18:07:16,16:08:00,1:59:16,PM101_DR_AD_4months_OutOfDox_Hypercap,Cap,1,Tg,Female,Con,34.25,,7/25/2016,4:08:00,,37.3,,36.9,38.5,71,29.49,95,,20,,Tg 102 tetO-APPswe/ind_NEG/Tg 102 tetO-APPswe/ind_NEG; Tg CaMKIIÎ±-TTA Line B/Hemizygous; ,2/10/2016,107
M17889,Ply1514,7/29/2016,7/29/2016,15:53:37,,,PM101_DR_AD_4months_OutOfDox_Hypox,Ox,1,Tg,Female,Con,34.25,,7/29/2016,,2,38.3,,37.1,37.8,71,29.55,95,,20,,Tg 102 tetO-APPswe/ind_NEG/Tg 102 tetO-APPswe/ind_NEG; Tg CaMKIIÎ±-TTA Line B/Hemizygous; ,2/10/2016,107
M17890,Ply1573,7/26/2016,7/26/2016,10:55:35,8:26:00,2:29:35,PM101_DR_AD_4months_OutOfDox_Hypercap,Cap,1,Exp,Male,Exp,40.11,,7/26/2016,8:26:00,,37,,36.5,,69.5,29.49,95,,20,,Tg 102 tetO-APPswe/ind/Hemizygous; Tg CaMKIIÎ±-TTA Line B/Hemizygous; ,2/10/2016,108
M17890,Ply1491,7/29/2016,7/29/2016,18:17:06,15:57:00,2:20:06,PM101_DR_AD_4months_OutOfDox_Hypox,Ox,1,Exp,Male,Exp,40.08,,7/29/2016,3:57:00,2,36.6,,36.9,36.8,71.6,29.52,95,,20,,Tg 102 tetO-APPswe/ind/Hemizygous; Tg CaMKIIÎ±-TTA Line B/Hemizygous; ,2/10/2016,108
M17890,Ply1442,9/28/2016,9/28/2016,12:45:37,10:07:00,2:38:37,PM101_DR_AD_6months_OutOfDox_Hypercap,Cap,2,Exp,Male,Exp,47.75,,9/28/2016,10:07:00,,37.9,,37.9,36.1,70,29.64,95,,20,,Tg 102 tetO-APPswe/ind/Hemizygous; Tg CaMKIIÎ±-TTA Line B/Hemizygous; ,2/10/2016,108
M17890,Ply1386,9/30/2016,9/30/2016,16:11:43,14:26:00,1:45:43,PM101_DR_AD_6months_OutOfDox_Hypox,Ox,2,Exp,Male,Exp,45.2,,9/30/2016,2:26:00,,36.9,,37.5,36.9,71.5,29.67,95,,20,,Tg 102 tetO-APPswe/ind/Hemizygous; Tg CaMKIIÎ±-TTA Line B/Hemizygous; ,2/10/2016,108
M17890,Ply1312,12/16/2016,12/16/2016,9:15:56,7:30:00,1:45:56,PM101_DR_AD_3-9months_OutOfDox_Hypercap,Cap,3,Exp,Male,Exp,44.33,,12/16/2016,7:30:00,2,35.7,,38.3,37.8,71,29.64,95,,20,"The datasheet says the experimental date was 12/15/16, but no other runs were done that day, and the file was created 12/16/16 at 9:15 - the same time Ply1306 on Rig 1 and another pleth run on Rig 3 had their files created.",Tg 102 tetO-APPswe/ind/Hemizygous; Tg CaMKIIÎ±-TTA Line B/Hemizygous; ,2/10/2016,108
M17890,Ply1364,12/21/2016,12/22/2016,6:47:05,15:24:00,###############################################################################################################################################################################################################################################################,PM101_DR_AD_3-9months_OutOfDox_Hypox,Ox,3,Exp,Male,Exp,44.65,Vena,12/21/2016,3:24:00,1,36.4,,36.6,36.9,74,29.73,95,,20,,Tg 102 tetO-APPswe/ind/Hemizygous; Tg CaMKIIÎ±-TTA Line B/Hemizygous; ,2/10/2016,108
M17890,Ply1241,2/27/2017,2/27/2017,11:24:06,9:30:00,1:54:06,PM101_DR_AD_4_Feb_2017_Hypercap,Cap,4,Exp,Male,Exp,49.1,Ronda,2/27/2017,9:30:00,3,37.5,,37.3,37.3,71.5,29.58,95,,20,,Tg 102 tetO-APPswe/ind/Hemizygous; Tg CaMKIIÎ±-TTA Line B/Hemizygous; ,2/10/2016,108
M17890,Ply1198,3/3/2017,3/3/2017,10:05:30,8:30:00,1:35:30,PM101_DR_AD_4_Feb_2017_Hypox,Ox,4,Exp,Male,Exp,48.68,Ronda,3/3/2017,8:30:00,3,37.4,,37.4,36.9,70.5,30.08,95,,20,,Tg 102 tetO-APPswe/ind/Hemizygous; Tg CaMKIIÎ±-TTA Line B/Hemizygous; ,2/10/2016,108
M17890,Ply1185,4/24/2017,4/24/2017,11:46:05,10:30:00,1:16:05,PM101_DR_AD_5_Apr_2017_Hypercap,Cap,5,Exp,Male,Exp,49.22,Ronda,4/24/2017,10:30:00,1,36.4,,37.4,36.9,71.5,29.46,95,,20,,Tg 102 tetO-APPswe/ind/Hemizygous; Tg CaMKIIÎ±-TTA Line B/Hemizygous; ,2/10/2016,108
M17890,Ply1123,5/3/2017,5/3/2017,13:54:35,12:10:00,1:44:35,PM101_DR_AD_5_Apr_2017_Hypox,Ox,5,Exp,Male,Exp,50.65,Ronda,5/3/2017,12:10:00,2,36,,37.7,36.6,70,29.23,95,,20,,Tg 102 tetO-APPswe/ind/Hemizygous; Tg CaMKIIÎ±-TTA Line B/Hemizygous; ,2/10/2016,108
M17890,Ply1030,6/26/2017,6/26/2017,14:49:55,12:47:00,2:02:55,PM101_DR_AD_6_JunJul_2017_Hypercap,Cap,6,Exp,Male,Exp,49.92,fred,6/26/2017,12:47:00,2,36.6,,36.8,37.4,68.5,29.73,95,,20,Fred forgot the vacuum pump flowrate,Tg 102 tetO-APPswe/ind/Hemizygous; Tg CaMKIIÎ±-TTA Line B/Hemizygous; ,2/10/2016,108
M17890,Ply1100,6/28/2017,6/28/2017,14:10:18,12:15:00,1:55:18,PM101_DR_AD_6_JunJul_2017_Hypox,Ox,6,Exp,Male,Exp,49.91,Fred,6/28/2017,12:15:00,3,36.6,,36.9,36.9,68.5,29.55,95,,20,,Tg 102 tetO-APPswe/ind/Hemizygous; Tg CaMKIIÎ±-TTA Line B/Hemizygous; ,2/10/2016,108
M17890,Ply1021,9/19/2017,9/19/2017,18:24:09,16:48:00,1:36:09,PM101_DR_AD_7_Sep_2017_Hypercap,Cap,7,Exp,Male,Exp,45.52,Fred,9/19/2017,16:48:00,3,36.5,,37.3,37.2,71,29.52,95,4.7,20,,Tg 102 tetO-APPswe/ind/Hemizygous; Tg CaMKIIÎ±-TTA Line B/Hemizygous; ,2/10/2016,108
